,Date,Type,Country,Area,Activity,Sex,Age,Injury,Fatal,Species
3769,1963-01-01,Provoked,SOUTH AFRICA,Eastern Cape Province,Fishing,M,0,Foot bitten by shark hooked & taken on boat  PROVOKED INCIDENT,N,<1.5 m shark
3770,1963-01-01,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Free diving, hunting crayfish",M,27,Lacerations & punctures on left  forearm,N,1 m shark
3771,1963-01-01,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,M,24,Lacerations to right  arm,N,"Zambesi shark, 2 m [6'9""] "
3772,1963-01-01,Provoked,AUSTRALIA,South Australia,Shark fishing,Unidentified,0,No injury to occupants; hooked shark slammed into side of boat PROVOKED INCIDENT,N,"White shark, 16', 2,312-lb "
3773,1963-01-01,Boat,MOZAMBIQUE,Unidentified,Unidentified,Unidentified,0,"No injury to occupant. Shark tore chunk from canoe, then bumped 2 other canoes",N,Zambesi shark
3774,1900-01-01,Unprovoked,FIJI,Vita Levu,Unidentified,Unidentified,0,No details,Unidentified,Unidentified
3775,1900-01-01,Unprovoked,SEYCHELLES,Unidentified,Fishing for turtles,M,0,Fatal,Y,Unidentified
3776,1962-12-01,Provoked,SOUTH AFRICA,KwaZulu-Natal,Scuba diving,M,0,Captive shark bit air hose & minor lacerations on diver's cheek PROVOKED INCIDENT,N,"Dusky shark, 1 m "
3777,1962-12-01,Unprovoked,AUSTRALIA,South Australia,Spearfishing,M,16,"FATAL, right leg bitten thigh to calf  ",Y,"White shark, 4.3 m [14'] (or bronze whaler)"
3778,1962-12-01,Boat,SOUTH AFRICA,Western Cape Province,Fishing,Unidentified,0,"No injury to occupants, shark jumped onboard, knocking 2 anglers onto the deck",N,"2 m [6'9""], 87.5-kg [193-lb]  shark"
3779,1962-11-01,Unprovoked,AUSTRALIA,New South Wales,"Spearfishing, Scuba diving",M,26,"No injury, shark bit spear & dragged diver 90'",N,3 m [10'] shark
3780,1962-11-01,Invalid,AUSTRALIA,Queensland,Unidentified,M,0,"Skeletonized, except for head & feet. Possible drowning / scavenging",Unidentified,Shark involvement prior to death was not confirmed
3781,1962-11-01,Unprovoked,USA,California,Spearfishing / Scuba diving (at surface),M,24,"Arm, hand, buttock, leg and thigh bitten",N,"White shark, 4.3 m to 4.9m [14' to 16']"
3782,1962-11-01,Boat,AUSTRALIA,New South Wales,Fishing,Unidentified,0,No injury to occupants. Shark rammed boat as they were pulling in a flathead,N,3 m [10'] blue whaler
3783,1962-11-01,Sea Disaster,MID ATLANTIC OCEAN,Unidentified,Abandoning burning ship Captain George in raging seas,M,0,"No injury, shark bit his boot",N,Unidentified
3784,1962-10-01,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,M,30,Arm lacerated (minor injury),N,Unidentified
3785,1962-10-01,Unprovoked,MEXICO,Veracruz,Wading,M,32,"FATAL, both legs bitten  ",Y,2.7 m [9'] shark
3786,1962-10-01,Unprovoked,ADMIRALTY ISLANDS,Manus Island,Unidentified,M,26,Facial lacerations,N,Unidentified
3787,1962-10-01,Boat,AUSTRALIA,South Australia,Adrift after wave swamped engine,M,0,"No injury to occupant, shark ""nibbled"" at boat",N,Grey nurse shark
3788,1962-10-01,Invalid,USA,California,"Overcome by CO fumes, fell overboard from 36' fishing cruiser & prop slashed arm",F,43,Drowned due to CO2 poisoning - Post Mortem scavanging by blue shark,Unidentified,Shark involvement prior to death was not confirmed
3789,1962-10-01,Unprovoked,PANAMA,Pinas Bay,Sitting in shallows,M,1,"FATAL, body not recovered",Y,Unidentified
3790,1962-09-01,Unprovoked,BRITISH WEST INDIES,Grand Turk Island,Spearfishing,M,24,Left thigh & hand & speargun bitten,N," Blacktip shark, C. maculipinnis. 1.9 m to 2.1 m [6.5' to 7'] "
3791,1962-09-01,Unprovoked,MEXICO,Veracruz,Swimming,M,20,"Left arm severely bitten, surgically amputated",N,Unidentified
3792,1962-09-01,Unprovoked,SOUTH ATLANTIC OCEAN,Off coast of West Africa,"When  a deckhand  jumped overboard, McIver dived after him with a rescue line.",M,29,"FATAL, he died within minutes of being hauled back onboard the Stirling Castle",Y,Unidentified
3793,1962-09-01,Unprovoked,ITALY,Tyrrhenian Sea,Spearfishing with Scuba gear,M,28,"FATAL, multiple injuries to both legs  ",Y,White shark
3794,1962-08-01,Provoked,ISRAEL,Sharon,Fishing,M,0,"Details unknown, possibly a PROVOKED INCIDENT",Unidentified,2.5 m [8.25'] shark
3795,1962-08-01,Boat,TURKEY,Antalya Province,Unidentified,M,0,No injury ,N,Unidentified
3796,1962-08-01,Provoked,PAPUA NEW GUINEA,Northern District,Fishing,M,49,Posterior lower left leg lacerated by netted shark PROVOKED INCIDENT,N,"""A long thin brown-colored shark"""
3797,1962-08-01,Provoked,USA,California,Diving for abalone,M,39,"Struck shark with abalone bar to scare it away from abalone, but shark bit his shoulder  PROVOKED INCIDENT",N,"Horn shar,k Heterodontus francisci, 1.2 m [4'] "
3798,1962-08-01,Boat,USA,Florida,Unidentified,Unidentified,0,"No injury to occupants, sharks tore Max Butcher's life jacket & pants",N,Unidentified
3799,1962-08-01,Boat,SOUTH AFRICA,Western Cape Province,Fishing,Unidentified,0,"No injury to occupants, shark hit boat, lifting it from the water, bit & dented propeller",N,4.3 m [14'] shark
3800,1962-08-01,Unprovoked,USA,Texas,Surf fishing in waist-deep water,M,40,"FATAL, lower right leg bitten",Y,Unknown
3801,1962-08-01,Unprovoked,USA,New Jersey,Standing,M,24,Left thigh & hand bitten,N,1.8 m [6'] shark
3802,1962-08-01,Unprovoked,PAPUA NEW GUINEA,"New Ireland Province, Bismarck Archipelago",Spearfishing,M,0,"FATAL, right thigh severely bitten, right ankle lacerated ",Y,Unidentified
3803,1962-08-01,Unprovoked,ITALY,Tyrrhenian Sea,Diving,M,0,No injury,N,White shark
3804,1962-08-01,Unprovoked,SENEGAL,Cap Vert Peninsula,Beach seine netting,M,23,Ankle bitten,N,3.5 m shark
3805,1962-07-01,Unprovoked,USA,South Carolina,Standing,M,21,Lacerations on left foot & hand,N,1.8 m to 2.4 m [6' to 8'] shark
3806,1962-07-01,Provoked,MADAGASCAR,Unidentified,Finning the shark,M,20,Right calf lacerated by boated shark PROVOKED INCIDENT,N,"2 m [6'9""] shark"
3807,1962-07-01,Provoked,USA,California,Fishing for albacore,M,19,"2 lacerations on left hand by hooked shark, PROVOKED INCIDENT",N,Blue shark
3808,1962-07-01,Unprovoked,USA,Georgia,Playing in surf with his child  (9),M,41,"Cuts on fingers, hand & wrist",N,Unidentified
3809,1962-07-01,Unprovoked,USA,Georgia,Dived from inner-tube,M,13,Laceration on hand,N,Unidentified
3810,1962-07-01,Invalid,GREECE,Cyclades,Unidentified,Unidentified,0,No injury,Unidentified,Questionable incident
3811,1962-06-01,Invalid,USA,Florida,U.S. Airforce crewman reported missing after bailing out of jet,M,0,FATAL,Unidentified,Shark involvement not confirmed
3812,1962-06-01,Boat,SOUTH AFRICA,Western Cape Province,"On a ""shark hunt""",Unidentified,0,"No injury to occupants, shark charged boat, then 2 more sharks hit boat, oar grabbed, boat finally drifted ashore at 02h00",N,2.7 m to 3 m [9' to 10'] sharks
3813,1962-06-01,Unprovoked,USA,Florida,Rolled off raft,M,11,"8"" laceration on left calf",N,1.8 m [6'] shark
3814,1962-06-01,Unprovoked,USA,California,Escaping from Alacatraz,M,31,2 toes bitten off ,N,Unidentified
3815,1962-06-01,Unprovoked,USA,California,Escaping from Alacatraz,M,32,"FATAL, but shark involvement uncomfirmed. Death may have been due to drowning.",Y,Unidentified
3816,1962-06-01,Unprovoked,USA,California,Escaping from Alacatraz,M,35,"FATAL, but shark involvement uncomfirmed. Death may have been due to drowning.",Y,Unidentified
3817,1962-06-01,Unprovoked,PAPUA NEW GUINEA,Madang Province,Washing,M,0,"FATAL, chest & leg bitten ",Y,Possibly a bronze whaler shark
3818,1962-06-01,Unprovoked,USA,South Carolina,Standing,M,13,Thigh bitten,N,Unidentified
3819,1962-06-01,Boat,AUSTRALIA,Western Australia,Fishing,Unidentified,0,"No injury to occupant, shark grabbed anchor rope, pulling bow of boat downward & then bit bow of boat",N,Unidentified
3820,1962-06-01,Provoked,USA,California,"Scuba diving, attempting to catch a captive shark",M,55,Right forearm bitten PROVOKED INCIDENT,N," Sevengill  shark, 1.2 m [4'] "
3821,1962-06-01,Unprovoked,USA,Florida,Free diving,M,31,Left foot bitten,N,Unidentified
3822,1962-05-01,Unprovoked,USA,Florida,Unidentified,M,17,Bitten on leg or ankle,N,Unidentified
3823,1962-05-01,Sea Disaster,USA,California,25-foot cabin cruiser Happy Jack sank in heavy seas,Unidentified,0,Bodies of 5 of the 6 men on board were bitten by by sharks. Sharks may have contributed to the death of some of them.,Y,Unidentified
3824,1962-05-01,Boat,FIJI,Viti Levu,Fishing,Unidentified,0,"No injury, sharks rammed boat and bit outboard motor",N,Unidentified
3825,1962-04-01,Provoked,AUSTRALIA,Queensland,Fishing,Unidentified,0,"No injury to occupants, hooked shark cracked hull PROVOKED INCIDENT",N,"Bronze whaler shark, 3.7 m [12'] "
3826,1962-04-01,Unprovoked,MOZAMBIQUE,Gaza,Swimming,M,16,"Leg bitten, surgically amputated at knee",N,Unidentified
3827,1962-04-01,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Wading,M,13,Left ankle & foot bitten,N,"Zambesi shark, 1.2 m [4'] "
3828,1962-04-01,Provoked,SOUTH AFRICA,Eastern Cape Province,Fishing,Unidentified,0,Hooked shark bit boat PROVOKED INCIDENT,N,4.9 m [16']shark
3829,1962-03-01,Provoked,NEW ZEALAND,"Off the Coromandel Peninsula, North Island",Unidentified,M,0,Left foot bitten by hooked shark PROVOKED INCIDENT,N,1.8 m [6'] shark 
3830,1962-03-01,Boat,AUSTRALIA,New South Wales,Fishing & spearfishing,Unidentified,0,No injury to occupants. Shark holed boat & they swam 200 yards to shore,N,"Bronze whaler shark, 4.6 m [15'] "
3831,1962-03-01,Unprovoked,PAPUA NEW GUINEA,Madang,Swimming,M,10,"FATAL, calf bitten, other leg severed below knee",Y,Possibly a bronze whaler shark
3832,1962-02-01,Unprovoked,PAPUA NEW GUINEA,Central Province,Swimming along a row of nets,M,0,Torso lacerated,N,1.2 m  [4'] shark
3833,1962-02-01,Provoked,NEW ZEALAND,Southland,Swimming,M,15,"Mistook shark's tail for kelp & grabbed it, legs abraded by shark's fins PROVOKED INCIDENT",N,1.8 m [6'] shark
3834,1962-02-01,Unprovoked,AUSTRALIA,Queensland,Fishing for snappers & cleaning mullet. Put mullet over side of boat to wash it,M,0,Middle finger of right hand lacerated,N,3.7 m [12'] shark
3835,1962-02-01,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,22,"FATAL, calf bitten twice",Y,Unidentified
3836,1962-02-01,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,13,"FATAL, tissue removed from thigh, femoral artery severed ",Y,"White shark, 3 m "
3837,1962-02-01,Unprovoked,AUSTRALIA,Queensland,Swimming,M,35,Shin bitten,N,60 cm  shark 
3838,1962-02-01,Boat,NEW ZEALAND,North Island,Fishing,Unidentified,0,Unidentified,Unidentified,Unidentified
3839,1962-02-01,Unprovoked,SOLOMON ISLANDS,Guadalcanal Province,Swimming outside fishing net,M,0,"FATAL, shoulder & thigh bitten ",Y,Unidentified
3840,1962-01-01,Unprovoked,NEW ZEALAND,South Island,Splashing ,M,18,"Left hand injured: gash on back of hand, toothmarks on palm",N,1.5 m [5'] shark
3841,1962-01-01,Unprovoked,MOZAMBIQUE,Gaza,Unidentified,M,16,Unidentified,Unidentified,Unidentified
3842,1962-01-01,Provoked,AUSTRALIA,New South Wales,Spearfishing,M,19,Suffered from shock & immersion after being dragged underwater  by speared shark PROVOKED INCIDENT,N,"Bronze whaler shark,  3m [10'] "
3843,1962-01-01,Invalid,SOUTH AFRICA,KwaZulu-Natal,"Fishing, slipped on rocks & fell into sea",M,40,Possible drowning / post mortem scavenging by Zambesi shark,Unidentified,Shark involvement prior to death was not confirmed
3844,1962-01-01,Provoked,NEW ZEALAND,South Island,Fishing,Unidentified,0,"No injury to occupants, hooked shark attacked boat PROVOKED INCIDENT",N,"Said to involve a 4.9 m [16'] ""red shark"""
3845,1962-01-01,Unprovoked,NEW ZEALAND,North Island,Spearfishing,M,44,Shark struck him on shoulder injuring skin under suit,N,Unidentified
3846,1962-01-01,Unprovoked,USA,California,Spearfishing / Scuba diving (at surface),M,29,Buttock bitten & major leg wound,N,"White shark, 4 m [13'] "
3847,1962-01-01,Provoked,AUSTRALIA,New South Wales,Spearfishing,Unidentified,0,Speared shark bit gunwale of boat as it was being hauled onboard PROVOKED INCIDENT,N," Grey nurse shark,  3 m [10'] "
3848,1962-01-01,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,19,Dorsum of foot lacerated & toe severed,N,"Bronze whaler shark, 2.1 m [7'] shark"
3849,1962-01-01,Boat,AUSTRALIA,South Australia,Fishing,Unidentified,0,"No injury to occupant, shark bit propeller & lifted boat several feet",N,Said to involve a Grey nurse shark 3.7 m [12'] 
3850,1962-01-01,Unprovoked,PAPUA NEW GUINEA,"10�S, 142�E",Spearfishing,M,24,Left leg & buttocks bitten,N,White shark
3851,1962-01-01,Unprovoked,NEW ZEALAND,South Island,Surf fishing,F,54,Right foot lacerated ,N,"36""  shark"
3852,1962-01-01,Boat,AUSTRALIA,South Australia,Fishing for sharks,Unidentified,0,No injury to fisherman Alf Dean & other occupants; shark bit stern of boat,N,White shark
3853,1962-01-01,Invalid,AUSTRALIA,New South Wales,Swimming,M,25,"Remains recovered from 10' shark, but shark involvement prior to death unconfirmed",Unidentified,Shark involvement prior to death was not confirmed
3854,1962-01-01,Provoked,AUSTRALIA,Queensland,Rowing,Unidentified,0,"No injury to occupants, shark bit 3"" piece from oar after they accidentally struck the shark PROVOKED INCIDENT",N,Unidentified
3855,1962-01-01,Unprovoked,AUSTRALIA,New South Wales,Surfing,Unidentified,0,"No injury, shark bumped board flipping him into the water",N,Unidentified
3856,1962-01-01,Boat,SOUTH AFRICA,Western Cape Province,Fishing,Unidentified,0,Shark rammed boat 5 times & holed it,N,Unidentified
3857,1962-01-01,Provoked,AUSTRALIA,New South Wales,Fishing,Unidentified,0,"No injury to occupants, hooked shark dragged boat 2 miles PROVOKED INCIDENT",N,2.7 m [9'] shark
3858,1962-01-01,Unprovoked,MARSHALL ISLANDS,Kwajalein Atoll,Fishing with hand net in 2' of water,M,57,"2.5"" laceration on right hand",N,1.8 m [6'] shark
3859,1900-01-01,Unprovoked,SPAIN,Catalonia,Dangling feet in the water,F,0,Feet severed,N,Unidentified
3860,1900-01-01,Unprovoked,INDONESIA,East Flores,Unidentified,Unidentified,0,FATAL,Y,Unidentified
3861,1900-01-01,Unprovoked,AUSTRALIA,South Australia,Diving,M,0,Right leg bitten,N,Unidentified
3862,1961-12-01,Unprovoked,AUSTRALIA,Queensland,Standing,F,18,"FATAL, right arm severed at shoulder, left hand severed, right thigh bitten & surgically amputated.  Died  day after the attack",Y,3 m [10'] shark
3863,1961-12-01,Unprovoked,AUSTRALIA,Queensland,Standing,M,24,"Hand bitten, surgically amputated",N,3 m [10'] shark
3864,1961-12-01,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,18,Lower right leg & ankle bitten,N,Zambesi shark
3865,1961-12-01,Provoked,AUSTRALIA,Western Australia,Spearfishing,M,23,"No injury, Parker shot the shark when it came close to his nephew, Bill Bradbury (14), then the shark bent his speargun PROVOKED INCIDENT",N,"Grey nurse shark, 2.4 m [8'] "
3866,1961-12-01,Boat,AUSTRALIA,South Australia,"Fishing, hauling in a 5-lb snapper",Unidentified,0,No injury to occupant; shark leapt into boat,N,2.7 m [9'] shark
3867,1961-12-01,Unprovoked,MOZAMBIQUE,Gaza,Bathing,M,20,His left leg was severely bitten,N,Unidentified
3868,1961-12-01,Unprovoked,AUSTRALIA,Queensland,"Surfing, pushing board ashore",M,22,"FATAL, right wrist and hand bitten, left leg severed above knee ",Y,Next morning a 3 m [10'] shark was caught that had Andrews' leg in its gut
3869,1961-12-01,Unprovoked,AUSTRALIA,Torres Strait,Swimming with other crew near wharf,M,17,Right thigh and leg lacerated,N,1.8 m [6'] shark
3870,1961-11-01,Invalid,MEXICO,Guerrrero,Unidentified,Unidentified,0,"Bodies of  hurricane victims bitten by shoals of sharks, post mortem scavenging",Unidentified,Shark involvement prior to death was not confirmed
3871,1961-10-01,Unprovoked,PHILIPPINES,Western Luzon Island,Gathering shells,M,0,Right leg severed,N,Unidentified
3872,1961-10-01,Invalid,USA,Florida,Swimming,M,45,"Skeletonized, but shark involvement may have occurred after death.",Unidentified,Shark involvement prior to death was not confirmed
3873,1961-10-01,Boat,VANUATU,Shefa Province,Paddling outrigger canoe,M,0,"No injury to occupant, canoe  bitten & overturned by shark",N,Two shark's teeth recovered from canoe
3874,1961-10-01,Unprovoked,USA,Florida,Unidentified,M,45,"FATAL. His body washed ashore, presumed shark attack",Y,Unidentified
3875,1961-09-01,Provoked,USA,Florida,Unidentified,M,16,Foot & lower leg abraded and lacerated when he kicked the shark PROVOKED INCIDENT,N,Unidentified
3876,1961-09-01,Unprovoked,CROATIA,Primorje-Gorski Kotar County ,Swimming,M,19,"FATAL, hand severed & legs bitten  ",Y,White shark
3877,1961-09-01,Provoked,TANZANIA,Unidentified,Fishing,M,42,PROVOKED INCIDENT Right hand severed by hooked shark,N,Unidentified
3878,1961-09-01,Unprovoked,MID ATLANTIC OCEAN,165  miles from Bermuda,"Survived US Naval aircraft crash, climbing onboard rescue vessel when he fell back into sea ",M,22,Right shoulder blade  & back lacerated,N,"Oceanic whitetip shar,; identified by Dr. W.C. Schoeder on photograph & Dr. L.P. L. Schultz on sketch by observer"
3879,1961-09-01,Unprovoked,PERSIAN GULF,25 km off the coast of Iran & 483km from mouth of Persian Gulf,"Free diving, surveying a pipeline & examing cathodes under jetty",M,0,"3"" cut on sole of foot",N,1.5 m to 1.8 m  [5' to 6'] shark
3880,1961-09-01,Provoked,ITALY,Venice Province,Fishing,M,0,Left foot & right hand bitten by netted shark PROVOKED INCIDENT,N,1 m shark
3881,1961-09-01,Invalid,AUSTRALIA,Western Australia,Attaching a line at sea,Unidentified,0,Shark involvement prior to death unconfirmed,Unidentified,Shark involvement prior to death was not confirmed
3882,1961-08-01,Unprovoked,USA,California,Swimming,M,16,"Foot, leg  & groin lacerated",N,"White shark, 4 m [13'] "
3883,1961-08-01,Unprovoked,USA,South Carolina,Wading,M,19,"Right arm bitten. Left leg bitten, surgically amputated ",N,White shark
3884,1961-08-01,Unprovoked,BERMUDA,Unidentified,Spearfishing,M,22,Right hand lacerated,N,"Blacktip shark, 1.8 m to 2.1 m [6' to 7'] "
3885,1961-08-01,Unprovoked,USA,Hawaii,"Net fishing, picking catch from the net",M,38,Hand bitten,N,2.4 m [8'] shark
3886,1961-08-01,Provoked,PAPUA NEW GUINEA,Sandaun Province,"Fishing, two large sharks passed. He speared one and it bit him",M,0,Thigh lacerated PROVOKED INCIDENT,N,Unidentified
3887,1961-07-01,Provoked,USA,New York,Spearfishing,M,57,Puncture wound on right shin & fingers lacerated by speared shark PROVOKED INCIDENT,N,"43"" shark"
3888,1961-07-01,Unprovoked,TURKEY,Anatolia,Swimming,M,16,Left leg injured,N,Unidentified
3889,1961-07-01,Provoked,AUSTRALIA,Queensland,Shark fishing,Unidentified,0,"No injury to occupant, hooked shark bit boat's rudder PROVOKED INCIDENT",N,"White shark, 5.2 m [17'], 2500-lb "
3890,1961-07-01,Unprovoked,ITALY,Adriatic Sea,Spearfishing,M,21,Foot bitten,N,"White shark, 4.5 m "
3891,1961-07-01,Provoked,PANAMA,Unidentified,Fishing (trolling)  from canoe,M,10,"FATAL, hooked shark pulled him into the water PROVOKED INCIDENT",Y,Unidentified
3892,1961-06-01,Unprovoked,USA,Florida,Scuba diving & spearfishing ,M,23,"FATAL, arm severed & left side of torso removed ",Y,Unidentified
3893,1961-06-01,Unprovoked,USA,Florida,Standing,M,25,Lacerations to left leg,N,Unidentified
3894,1961-06-01,Boat,USA,Florida,Spearfishing on Scuba,M,0,"No injury to diver or occupants of the boat, shark butted boat ",N,Hammerhead shark
