original order,Date,Type,Country,Area,Location,Activity,Age,Fatal (Y/N)
3220,21-Dec-1979,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kenton-on-Sea,Swimming,18,N
3219,05-Dec-1979,Invalid,PORTUGAL,Madeira Islands,"Sao Jorge, Madeira Island",Spearfishing,19,Y
3218,01-Dec-1979,Unprovoked,SOUTH CHINA SEA,,,Diving,32,N
3217,27-Nov-1979,Unprovoked,USA,Oregon,"Haystack Rock, Cannon Beach, Clatsop County",Surfing,20,N
3216,12-Nov-1979,Provoked,SOUTH AFRICA,Western Cape Province,Macassar,Shark fishing,,N
3215,22-Oct-1979,Provoked,SOUTH AFRICA,Eastern Cape Province,Algoa Bay,Fishing,,N
3214,14-Sep-1979,Unprovoked,AUSTRALIA,New South Wales,Byron Bay,Scuba diving,18,N
3213,28-Aug-1979,Unprovoked,HONG KONG,,Mirs Bay,Freedom swimming,21,Y
3212,26-Aug-1979,Unprovoked,HONG KONG,Ho Ha Wan Marine Park,,,16,Y
3211,05-Aug-1979,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Kayaking,49,N
3210,03-Aug-1979,Unprovoked,THAILAND,Southern Thailand,,Murdered by Thai pirates,,Y
3209,19-Jun-1979,Sea Disaster,USA,Florida,10 miles off Cape Canaveral,Floating with life preserver after his boat foundered,56,N
3208,27-May-1979,Invalid,USA,Florida,"Fort Walton Beach, Okaloosa County",Scuba diving,36,
3207,1979,Provoked,SOUTH AFRICA,Western Cape Province,"Hangklip, False Bay",Spearfishing,25,N
3206,03-May-1979,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Mbibi,Scuba diving,,Y
3205,1979,Unprovoked,NEW CALEDONIA,North Province,Ile Yandé (between Poum and Bélep),Fishing,,N
3204,1979,Unprovoked,NEW CALEDONIA,North Province,Balade,,,Y
3203,08-Apr-1979,Unprovoked,USA,Florida,"Public Beach (Carlin Park), Jupiter, Palm Beach County",Swimming,24,N
3202,08-Apr-1979,Unprovoked,USA,Florida,"Municipal Beach, Boyton Beach, Palm Beach County",Body surfing,8,N
3201,24-Mar-1979,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Surfing,27,N
3200,11-Mar-1979,Unprovoked,USA,California,"Ano Nuevo Island, San Mateo, County",Scuba diving (submerged),,N
3199,01-Mar-1979,Boat,SOUTH AFRICA,Western Cape Province,Seal Island,,,N
3198,Mar-1979,Unprovoked,NEW CALEDONIA,Grand Terre,"Five Mile Beach, I'le Ouen",Spearfishing,,Y
3197,21-Feb-1979,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port Alfred,"Surfing, collided with shark",19,N
3196,1979,Unprovoked,USA,Hawaii,"South Kohala, Hawai'i",Fishing,,Y
3195,29-Dec-1978,Unprovoked,AUSTRALIA,Queensland,Bribie Island,, ,N
3194,12-Dec-1978,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Sodwana,Spearfishing,23,Y
3193,26-Nov-1978,Unprovoked,USA,Hawaii,"Ewa, O'ahu",Surfing,,N
3192,23-Nov-1978,Unprovoked,USA,Florida,"Jupiter, Palm Beach County",Surfing,17,N
3191,21-Oct-1978,Invalid,SOUTH AFRICA,KwaZulu-Natal,"Fishing camp, St. Lucia Estuary",Fishing,,
3190,27-Sep-1978,Unprovoked,SOUTH AFRICA,Western Cape Province,"Miller's Point, False Bay",Spearfishing,27,N
3189,16-Sep-1978,Unprovoked,ITALY,Tyrrhenian Sea,Capo d'Anzio,Diving,,N
3188,02-Sep-1978,Unprovoked,AUSTRALIA,Tasmania,"Cape Pillar, Storm Bay",Scuba diving for abalone,34,N
3187,05-Aug-1978,Unprovoked,USA,California,"Pajaro Dunes, Santa Cruz County",Wading,,N
3186,01-Aug-1978,Unprovoked,USA,Florida,Florida Straits,Floating on inner tube raft,27,N
3185,27-Jul-1978,Sea Disaster,USA,South Carolina,,"Explosion destroyed 28' boat, survivors in the water ",39,N
3184,19-Jul-1978,Provoked,USA,California,"Newport Beach, Orange County",Fishing,27,N
3183,21-Jun-1978,Unprovoked,USA,Florida,"South of Neptune Beach, Duval County",Surfing,20,N
3182,21-Jun-1978,Unprovoked,USA,Florida,"Neptune Beach, Duval County",Surfing,17,N
3181,07-Jun-1978,Invalid,ITALY,Golfo de Venezia,Acqua alta research platform,,,
3180,02-Apr-1978,Unprovoked,MARSHALL ISLANDS,Ralik Archipelago,Enewetak Atoll,Diving,25,N
3179,02-Apr-1978,Unprovoked,MARSHALL ISLANDS,Ralik Archipelago,Enewetak Atoll,Diving,23,N
3178,Apr-1978,Unprovoked,AUSTRALIA,Tasmania,Beechford,Scuba diving,,N
3177,05-Mar-1978,Boat,SOUTH AFRICA,Eastern Cape Province,"Gulu Deep, East London",,,N
3176,28-Feb-1978,Unprovoked,SOUTH AFRICA,Western Cape Province,"Seal Island, False Bay",Fishing for mackerel,,N
3175,19-Feb-1978,Unprovoked,SOUTH AFRICA,Western Cape Province,"Miller's Point, False Bay",Diving,,N
3174,07-Jan-1978,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Glenashley,Surfing,17,N
3173,06-Jan-1978,Invalid,SOUTH AFRICA,KwaZulu-Natal,Cape Vidal,,,
3172,1978,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",Surfing,,N
3171,1978,Unprovoked,VANUATU,Malampa Province,"Ranon, Ambryn",Swimming,,Y
3170,31-Dec-1977,Sea Disaster,USA,Hawaii,2 miles off Keahole Airport,"Swimming, after single-engine aircraft went down in the sea",49,N
3169,19-Dec-1977,Unprovoked,USA,Florida,"Hobe Sound, Palm Beach County",Surfing,27,N
3168,19-Dec-1977,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Qolera River,Surfing,18,N
3167,Dec-1977,Boat,SOUTH AFRICA,Western Cape Province,"Macassar, False Bay",Fishing for bottom fish,,N
3166,12-Nov-1977,Provoked,SOUTH AFRICA,Western Cape Province,Klein River Lagoon,Standing,,N
3165,30-Oct-1977,Unprovoked,SOUTH AFRICA,Western Cape Province,"Bluegums Rock, Partridge Point",Spearfishing,25,N
3164,31-Aug-1977,Unprovoked,AUSTRALIA,South Australia,"Cactus Beach, near Ceduna",Surfing,17,N
3163,23-Aug-1977,Unprovoked,AUSTRALIA,Queensland,"Buddina Beach, south of Noosa",Floating on an inflatable raft,25,Y
3162,19-Aug-1977,Boat,SOUTH AFRICA,Western Cape Province,Off Macassar Beach,Fishing,,N
3161,14-Aug-1977,Unprovoked,USA,California,"McClure Beach, near Tomales Point, Marin County",Free diving for abalone (surfacing),20,N
3160,05-Aug-1977,Invalid,USA,Florida,"St. Petersburg, Pinellas County",Wading,17,
3159,02-Jul-1977,Sea Disaster,USA,California,"Off San Diego, San Diego County",40' fishing boat sank,21,N
3158,26-Jun-1977,Provoked,USA,Florida,"12 miles northeast of Mayport,  Duval County",Spearfishing / Scuba diving,27,N
3157,06-Jun-1977,Unprovoked,USA,Texas,Padre Island,Collecting fish from net,25,N
3156,26-May-1977,Boat,SOUTH AFRICA,Western Cape Province,13 km off Knysna ,Fishing for yellowtail,,N
3155,16-May-1977,Invalid,AUSTRALIA,Queensland,Southport,,,
3154,26-Apr-1977,Unprovoked,AUSTRALIA,Queensland,Tallebudgera,,,N
3153,21-Apr-1977,Unprovoked,USA,Hawaii,"Ka'anapali, Maui",Swimming,,N
3152,17-Mar-1977,Unprovoked,SOUTH AFRICA,Western Cape Province,"Lappiesbaai Beach, Stilbaai",Swimming,31,N
3151,13-Mar-1977,Sea Disaster,AUSTRALIA,Queensland,Near Moreton Island in Moreton Bay,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",32,N
3150,13-Mar-1977,Sea Disaster,AUSTRALIA,Queensland,Near Moreton Island in Moreton Bay,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",74 ,Y
3149,13-Mar-1977,Sea Disaster,AUSTRALIA,Queensland,Near Moreton Island in Moreton Bay,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",45 ,Y
3148,26-Feb-1977,Unprovoked,AUSTRALIA,New South Wales,"Kingscliffe Beach, south of Tweed Heads","Pushed surfmat of a young girl out of the shark's path, drawing shark's attention to his own board",24,N
3147,04-Feb-1977,Invalid,AUSTRALIA,Victoria,Sorrento Back Beach,,,
3146,Feb-1977,Unprovoked,NEW CALEDONIA,,I'le Ouen,,,N
3145,Jan-1977,Unprovoked,MEXICO,Guerrero,La Playa Hornos (near Acapulco),Swimming,,Y
3144,29-Dec-1976,Unprovoked,AUSTRALIA,Queensland,Caloundra,,,N
3143,18-Dec-1976,Unprovoked,USA,California,"San Miguel Island, Santa Barbara County",Hookah diving for abalone (submerged),29,N
3142,27-Nov-1976,Unprovoked,SOUTH AFRICA,Western Cape Province,Clifton,"Thrashing the water / imitating the shark victim from ""Jaws""",19,N
3141,26-Nov-1976,Invalid,AUSTRALIA,Queensland,Southport Bar,,,
3140,25-Nov-1976,Unprovoked,USA,Florida,"Delray Beach, Palm Beach County",Surfing,19,N
3139,23-Nov-1976,Invalid,SOUTH AFRICA,KwaZulu-Natal,Warner Beach,Swimming,17,
3138,Nov-1976,Provoked,SOUTH AFRICA,Western Cape Province,Macassar,Fishing for white shark,,N
3137,27-Oct-1976,Boat,SOUTH AFRICA,Western Cape Province,Gordons Bay,Boat,,N
3136,18-Oct-1976,Unprovoked,USA,California,"Moonstone Beach, Humboldt County",Surfing,25,N
3135,06-Oct-1976,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Cape St. Francis,Surfing,20,N
3134,22-Sep-1976,Sea Disaster,NEW CALEDONIA,,Sarcelle,Shipwreck,,N
3133,19-Sep-1976,Unprovoked,AUSTRALIA,South Australia,"Point Lowly, north of Whyalla","Skindiving,",27,N
3132,17-Sep-1976,Sea Disaster,HONG KONG,South China Sea 200 miles from Hong Kong,,"3,909-ton Panamanian freighter Chieh Lee sank in a typhoon",,Y
3131,12-Sep-1976,Unprovoked,USA,Florida,"Jacksonville, Duval County",Swimming,16,Y
3130,12-Sep-1976,Unprovoked,USA,Florida,"Jacksonville, Duval County",Swimming,,Y
3129,06-Sep-1976,Unprovoked,USA,Florida,"Sebastian, Indian River County",Surfing,15,N
3128,26-Aug-1976,Unprovoked,USA,North Carolina,"Emerald Isle Pier (near Morehead City), Carteret County","Surfing, fell off surfboard",23,N
3127,24-Aug-1976,Unprovoked,USA,Oregon,Winchester Bay,Surfing,19,N
3126,24-Jul-1976,Unprovoked,USA,Florida,St. Lucie County,Spearfishing,24,N
3125,21-Jul-1976,Unprovoked,USA,Louisiana,Scofield - Sandy Point,Playing,10,N
3124,16-Jul-1976,Unprovoked,USA,Hawaii,"Maha'ulepu, Koloa, Kaua'i",Scuba diving,18,Y
3123,12-Jul-1976,Unprovoked,USA,Florida,St. Lucie County,Spearfishing,23,N
3122,23-Jun-1976,Unprovoked,USA,Florida,"St. Andrews State Park, Bay County",Skindiving,17,N
3121,10-Jun-1976,Unprovoked,USA,Hawaii,"Kama'ole Beach, Park No. 1, Kihei, Maui",Swimming,,N
3120,02-Jun-1976,Provoked,ITALY,Reggio Calabria Province,Bovalino,Fishing,46,N
3119,01-Jun-1976,Boat,AUSTRALIA,Queensland,Off Stradbroke Island,Sitting in bow of her father's 5 m boat,,N
3118,02-May-1976,Boat,SOUTH AFRICA,Western Cape Province,40 km off Cape Point,Competing in a light tackle game fishing,,N
3117,28-Apr-1976,Invalid,USA,Texas,Galveston Island,,,
3116,12-Mar-1976,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Standing,21 or 26,N
3115,12-Mar-1976,Boat,SOUTH AFRICA,Western Cape Province,Robberg Point,Fishing,,N
3114,09-Mar-1976,Boat,SOUTH AFRICA,Western Cape Province,"2 km from Macassar, False Bay",,,N
3113,02-Mar-1976,Boat,SOUTH AFRICA,Western Cape Province,"2 km from Macassar, False Bay",,,N
3112,03-Feb-1976,Boat,SOUTH AFRICA,Western Cape Province,False Bay,Shark watching,,N
3111,13-Jan-1976,Provoked,SOUTH AFRICA,Western Cape Province,Hartenbos,Shark fishing,,N
3110,12-Jan-1976,Unprovoked,AUSTRALIA,Queensland,Harvey Bay,,,N
3109,11-Jan-1976,Provoked,SOUTH AFRICA,Western Cape Province,Kalk Bay,Fishing for snoek & yellowtail,,N
3108,08-Jan-1976,Unprovoked,USA,Florida,"Off Fort Pierce, St Lucie County",Spearfishing / scuba diving,25,N
3107,02-Jan-1976,Unprovoked,NEW ZEALAND,North Island,"Te Kaha, East coast",Spearfishing,,Y
3106,1976,Unprovoked,USA,Hawaii,"Off Lahaina, Maui",Scuba diving,,Y
3105,29-Dec-1975,Boat,AUSTRALIA,South Australia,Glenelg,Attempting to drive shark away from the beach,,N
3104,06-Dec-1975,Unprovoked,USA,California,Farallon Islands,Scuba diving & spearfishing,27,N
3103,02-Dec-1975,Provoked,AUSTRALIA,New South Wales,"Porpoise Pool, Tweed Heads",Filming & feeding captive sharks,35,N
3102,19-Nov-1975,Unprovoked,AUSTRALIA,New South Wales,"Queenscliff, Sydney",Standing,20,N
3101,19-Nov-1975,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"South Beach, Durban",Standing,33,N
3100,07-Nov-1975,Unprovoked,AUSTRALIA,Queensland,Lookout Point,,,N
3099,02-Nov-1975,Unprovoked,USA,Florida,"Crescent Beach, St. Johns County",Surfing,18,N
3098,21-Oct-1975,Invalid,USA,New Jersey,"Sandy Hook, Monmouth County",Surf fishing,,
3097,12-Oct-1975,Unprovoked,AUSTRALIA,New South Wales,"Lennox Head, Ballina",Surfing,20,N
3096,04-Oct-1975,Invalid,USA,California,"Seal Beach, Orange County",Surfing,,
3095,Sep-1975,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Richards Bay,Paddleskiing,21,N
3094,17-Aug-1975,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Cape St. Francis,Surfing,19,N
3093,12-Aug-1975,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Floating on a small orange raft ,20,N
3092,09-Aug-1975,Unprovoked,USA,California,"Usal Creek, Bear Harbor, Mendocino County",Free diving for abalone,44,N
3091,04-Aug-1975,Unprovoked,HONG KONG,Mirs Bay ,,Freedom swimming,24,N
3090,30-Jul-1975,Sea Disaster,USA,Oregon,,Sea disaster,62,Y
3089,30-Jul-1975,Unprovoked,AUSTRALIA,Tasmania,"Fluted Cape, Bruny Island",Scuba diving for abalone,37,Y
3088,26-Jul-1975,Unprovoked,USA,Florida,"Off Hutchinson Island, St Lucie County",Free diving,24,N
3087,26-Jul-1975,Unprovoked,AUSTRALIA,Queensland,Maroochydore,Surfing,21,N
3086,23-Jul-1975,Unprovoked,USA,California,"Perch Rock, Point Conception, Santa Barbara County",Scuba diving for abalone (at surface),23,N
3085,19-Jul-1975,Unprovoked,USA,California,"Point Conception, Santa Barbara County",Hookah diving for abalone,34,N
3084,15-Jul-1975,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,14,N
3083,5-Jul-1975,Provoked,AUSTRALIA,Western Australia,"15 km north of Lancelin, north of Perth",Spearfishing,29,N
3082,04-Jul-1975,Unprovoked,USA,Florida,"Indiatlantic, Brevard County",Surfing,16,N
3081,23-Jun-1975,Unprovoked,USA,South Carolina,"Windy Hill, near Myrtle Beach, Horry County",Swimming ,18,N
3080,23-Jun-1975,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",Standing,15,N
3079,15-Jun-1975,Unprovoked,USA,Alabama,5 miles off the coast,Swimming near his boat,27,N
3078,02-Jun-1975,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Surfing,20,N
3077,Jun-1975,Provoked,USA,Florida," New Smyrna Beach, Volusia County",,,N
3076,25-May-1975,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,17,N
3075,20-May 1975,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Bathing,10,N
3074,25-Apr-1975,Invalid,ITALY,Genoa Province,Cervara,Scuba diving,37,
3073,18-Apr-1975,Invalid,SOUTH AFRICA,KwaZulu-Natal,Durban,,,
3072,05-Apr-1975,Unprovoked,SOUTH AFRICA,Western Cape Province,Millers Point,Spearfishing Competition,,N
3071,29-Mar-1975,Invalid,SOUTH AFRICA,KwaZulu-Natal,Tongaat,Swimming,,
3070,18-Mar-1975,Unprovoked,AUSTRALIA,Queensland,Mornington Island,,,N
3069,16-Mar-1975,Unprovoked,USA,Florida,"Clearwater Beach, Pinellas County",Floating in inner tube,14,N
3068,13-Mar-1975,Provoked,AUSTRALIA,Queensland,Southport Aquarium,Diving & force-feeding the shark,18,N
3067,09-Mar-1975,Provoked,SOUTH AFRICA,Western Cape Province,"Boggomsbaai, Mossel Bay",Attempting to drag hooked shark ashore by its tail,,N
3066,Mar-1975,Sea Disaster,BANGLADESH,Ganges-Brahmaputra delta,,Ferry capsized,,Y
3065,23-Feb-1975,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, Amanzimtoti",Surfing,16,N
3064,14-Feb-1975,Boat,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,,,N
3063,10-Feb-1975,Unprovoked,AUSTRALIA,South Australia,(Point Sinclair) Penong,Swimming underwater from crayfish cage to a fishing bait,12,Y
3062,09-Feb-1975,Unprovoked,AUSTRALIA,Victoria,Anglesea,Crayfishing,45,N
3061,07-Feb-1975,Unprovoked,AUSTRALIA,Queensland,Currumbin Rock,,,N
3060,01-Feb-1975,Provoked,SOUTH AFRICA,Western Cape Province,"Beespens, False Bay",Fishing,12,N
3059,19-Jan-1975,Unprovoked,AUSTRALIA,South Australia,Coffin Bay,Surfing,17,Y
3058,1975,Unprovoked,BERMUDA,,,Spearfishing,25,N
3057,1975,Unprovoked,REUNION,,,,,Y
3056,12-Dec-1974,Unprovoked,AUSTRALIA,Western Australia,Geographe Bay,,32,N
3055,01-Nov-1974,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Standing,24,N
3054,28-Sep-1974,Unprovoked,USA,California,"North of Point Sur, Monterey County",Surfing,17,N
3053,14-Sep-1974,Unprovoked,USA,California,"North Farallon Island, Farallon Islands",Hookah diving for abalone,29,N
3052,07-Sep-1974,Unprovoked,ISRAEL,Red Sea,"North Beach, Eilat",Swimming,20,N
3051,02-Sep-1974,Unprovoked,USA,California,"Franklin Point, San Mateo County",Scuba diving (but on surface),41,N
3050,02-Sep-1974,Unprovoked,USA,California,"Franklin Point, San Mateo County",Scuba diving (but on surface),48,N
3049,01-Sep-1974,Sea Disaster,AUSTRALIA,Queensland,"Junpinpin, off Stradbroke Island",3.3 m fishing boat sank. Treveluwe & Peter Hodgson (wearing lifejackets) were drifting in the current,30,N
3048,Sep-1974,Unprovoked,USA,Oregon,Myers Creek,Surfing,24,N
3047,23-Aug-1974,Unprovoked,HONG KONG,Mirs Bay ,,Freedom Swimming,22,N
3046,16-Aug-1974,Unprovoked,HONG KONG,Mirs Bay ,,Freedom swimming,,Y
3045,16-Aug-1974,Unprovoked,HONG KONG,Mirs Bay ,,Freedom swimming,19,N
3044,16-Aug-1974,Unprovoked,HONG KONG,Mirs Bay ,,Freedom swimming,18,N
3043,10-Aug-1974,Unprovoked,CROATIA, Split-Dalmatia County," Lokva Rogoznica, Omis",,21,Y
3042,05-Aug-1974,Unprovoked,USA,California,"San Gregorio Beach, San Mateo County",Surfing,,N
3041,26-Jul-1974,Unprovoked,USA,California,"Albion Cove, Albion, Mendocino County",Free diving for abalone (submerged),36,N
3040,20-Jul-1974,Unprovoked,USA,Georgia,"Back River, Savannah Beach, Chatham County",Swimming,17,Y
3039,02-Jul-1974,Sea Disaster,USA,Florida ,Gulf of Mexico,Adrift after the sinking of the motor yacht Princess Dianne,10,Y
3038,20-Jun-1974,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,61,N
3037,26-May-1974,Unprovoked,USA,California,"Tomales Point, Marin County",Free diving (but on surface),45,N
3036,25-Apr-1974,Sea Disaster,BRAZIL,,,Fishing boat swamped in a storm,,Y
3035,20-Apr-1974,Unprovoked,SOUTH AFRICA,Western Cape Province,Arniston,Spearfishing,22,N
3034,14-Apr-1974,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Glengariff,Standing,19,N
3033,12-Apr-1974,Unprovoked,USA,Florida,"Haulover Beach, Miami-Dade County",Swimming,11,N
3032,04-Apr-1974,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, Amanzimtoti",Surfing,17,N
3031,21-Mar-1974,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,Surfing,21,N
3030,Mar-1974,Boat,SOUTH AFRICA,Western Cape Province,Macassar,Fishing for kob,,N
3029,13-Feb-1974,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, Amanzimtoti",Swimming,14,N
3028,13-Feb-1974,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, Amanzimtoti",Swimming,19,N
3027,Feb-1974,Boat,SOUTH AFRICA,Western Cape Province,Macassar,Fishing for red fish,,N
3026,Feb-1974,Boat,SOUTH AFRICA,Western Cape Province,Macassar,Fishing for kob,,N
3025,13-Jan-1974,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Cape Vidal,Sitting,42,N
3024,09-Jan-1974,Unprovoked,AUSTRALIA,South Australia,Streaky Bay,Diving for abalone,26,Y
3023,07-Jan-1974,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,Swimming,33,N
3022,07-Jan-1974,Unprovoked,MOZAMBIQUE,Gaza,Xai Xai,Swimming,,Y
3021,07-Jan-1974,Unprovoked,MOZAMBIQUE,Gaza,Xai Xai,Swimming,32,Y
3020,1974,Unprovoked,AUSTRALIA,Western Australia,Emu Channel,Spearfishing,,N
3019,1974,Unprovoked,CROATIA,Primorje-Gorski Kotar County ,Preluka Harbour,,,Y
3018,25-Dec-1973,Unprovoked,MOZAMBIQUE,Gaza,Xai Xai,Spearfishing,41,N
3017,21-Dec-1973,Unprovoked,MOZAMBIQUE,Gaza,Xai Xai,Swimming ,20 ,Y
3016,18-Dec-1973,Unprovoked,PHILIPPINES,Luzon,,Swimming,19,Y
3015,18-Dec-1973,Unprovoked,USA,Hawaii,"Kalama Beach, Kihei, Maui",Swimming,,N
3014,Dec-1973,Unprovoked,MEXICO,Guerrero,Acapulco Bay,Swimming alongside yacht Mexico Fiesta,20s,Y
3013,25-Nov-1973,Unprovoked,AUSTRALIA,Western Australia,Swan River,,,N
3012,24-Nov-1973,Unprovoked,USA,Florida,"Ormond By The Sea, Volusia County",Surfing,13,N
3011,03-Nov-1973,Unprovoked,AUSTRALIA,Queensland,Gin Arm Creek,,,N
3010,29-Sep-1973,Sea Disaster,SOUTH AFRICA,KwaZulu-Natal,Mission Rocks,Being pulled to shore from wreck of 25-ton fishing vessel Alan S,,Y
3009,14-Sep-1973,Unprovoked,BAHAMAS,Grand Bahama Island,"Memory Rock, 18 miles from NW end of the Island","Free diving, Spearfishing",11,N
3008,10-Sep-1973,Unprovoked,HONG KONG,Mirs Bay ,,Freedom Swimming,20,Y
3007,09-Sep-1973,Unprovoked,MEXICO,Baja California,Guadalupe Island,"Free diving, Spearfishing",37,Y
3006,Sep-1973,Unprovoked,EGYPT,Red Sea,Southern end of the Sinai Peninsula,,,N
3005,27-Aug-1973,Unprovoked,AUSTRALIA,Queensland,Palm Cove Beach,,21,UNKNOWN
3004,25-Aug-1973,Unprovoked,AUSTRALIA,Queensland,"Point Lookout, Stradbroke Island",Surfing,16,N
3003,16-Aug-1973,Unprovoked,USA,Virginia,False Cape,Crabbing (spearing crabs),17,N
3002,13-Jun-1973,Unprovoked,HONG KONG,,,Freedom Swimming,,N
3001,04-Apr-1973,Unprovoked,MEXICO,Guerrero,"Revolcadero Beach, Acapulco",Wading,45,Y
3000,26-Mar-1973,Unprovoked,AUSTRALIA,Queensland,Palm Island,,,N
2999,05-Mar-1973,Unprovoked,MOZAMBIQUE,Gaza,"Chongeone, Xai Xai",Spearfishing,28,Y
2998,Mar-1973,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Scottburgh,Spearfishing,26,N
2997,27-Feb-1973,Unprovoked,MEXICO,Guerrero,"Revolcadero Beach, Acapulco",Swimming,57,Y
2996,21-Jan-1973,Provoked,SOUTH AFRICA,KwaZulu-Natal,Durban,Fishing from paddleski,,N
2995,09-Jan-1973,Unprovoked,USA,Hawaii,"Ho'okipa Beach, Pa'ia, Maui",Surfing,,N
2994,1973,Unprovoked,PALAU,Aulong Island,Aulong Channel,Scuba diving (submerged),,N
2993,1973,Unprovoked,PALAU,Western Caroline Islands,,Scuba diving & U/W photography,,N
2992,1973,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Queensberry Bay,Surfing,13,N
2991,31-Dec-1972,Unprovoked,SOUTH AFRICA,Western Cape Province,Millers Point,Treading water,29,N
2990,26-Dec-1972,Unprovoked,MOZAMBIQUE,Gaza,Xai Xai,Swimming,25,N
2989,25-Dec-1972,Unprovoked,MEXICO,Guerrero,"Revolcadero Beach, Acapulco",Body surfing,17,Y
2988,24-Dec-1972,Unprovoked,SOUTH AFRICA,Western Cape Province,Hartenbos,Swimming,,N
2987,21-Dec-1972,Unprovoked,AUSTRALIA,Queensland,Currumbin Rock,,,N
2986,08-Dec-1972,Provoked,AUSTRALIA,New South Wales,"Marineland, Sydney",,24,N
2985,01-Dec-1972,Unprovoked,REUNION,Saint-Philippe,Basse Vallée,Spearfishing,,Y
2984,21-Oct-1972,Unprovoked,AUSTRALIA,Queensland,"Stevens Reef, 70 miles from Mackay",Spearfishing,24,N
2983,21-Oct-1972,Unprovoked,AUSTRALIA,New South Wales,Tabourie Beach,Surfing,19,N
