Case Number,Date,Type,Country,Area,Location,Activity,Sex ,Injury,Fatal (Y/N),Investigator or Source,href formula,original order
1983.05.24,1983-05-24 00:00:00,Unprovoked,Usa,Florida," Riviera Beach, Palm Beach County",Surfing,M,"Knocked off board by shark, no injury",N,"E. Pace, FSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1983.05.24-Coulter.pdf,3362.0
1983.05.21,1983-05-21 00:00:00,Unprovoked,Usa,Florida,"Haulover Inlet, Dade County",Surfing,M,Right foot bitten,N,"The Palm Beach Post, 3/15/1989;  Miami Herald, 5/22/1983 & 3/15/1989",http://sharkattackfile.net/spreadsheets/pdf_directory/1983.05.21-Popper.pdf,3361.0
1983.04.19,1983-04-19 00:00:00,Unprovoked,Usa,Florida,No Data,Surfing,M,No details,N,"M. Vorenberg, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1983.04.19-NV-Schwarzwood.pdf,3360.0
1983.04.12,1983-04-12 00:00:00,Unprovoked,South africa,Eastern Cape Province,Bonza Bay,Fishing,M,Puncture wounds to foot,N,"R. Horn, East London Aquarium; Natal Witness, 4/14/1983",http://sharkattackfile.net/spreadsheets/pdf_directory/1983.04.12-Venter.pdf,3359.0
1983.04.02.b,1983-04-02 00:00:00,Unprovoked,Usa,Florida,"Lake Worth Beach, Palm Beach County",Surfing,M,Left foot bitten,N,"Miami Herald, 4/3/1983, p.2D",http://sharkattackfile.net/spreadsheets/pdf_directory/1983.04.02.b-MarkSteins.pdf,3358.0
1983.04.02.a,1983-04-02 00:00:00,Provoked,South africa,KwaZulu-Natal,Mpande,No Data,M,Survived,N,"Unverified report, NSB",http://sharkattackfile.net/spreadsheets/pdf_directory/1983.04.02.a-Mapande.pdf,3357.0
1983.03.30.a,1983-03-30 00:00:00,Unprovoked,South africa,KwaZulu-Natal,Scottburgh,Spearfishing,M,Right calf lacerated,N,"W. Johnson, M. Levine, GSAF; G. Charter, B. Davis, G. Cliff, NSB; T. Wallett, pp.65-66",http://sharkattackfile.net/spreadsheets/pdf_directory/1983.03.30.a-Johnson.pdf,3356.0
1983.03.22,1983-03-22 00:00:00,Unprovoked,South africa,Eastern Cape Province,Nahoon,Surfing,M,"No injury, board bitten",N,"G. Cliff, NSB",http://sharkattackfile.net/spreadsheets/pdf_directory/1983.03.22-IanJohnson.pdf,3355.0
1983.03.10,1983-03-10 00:00:00,Unprovoked,Usa,Florida,"Juno Beach, Palm Beach County",Surfing,M,"Shark nudged board, no injury",N,"M. Vorenberg, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1983.03.10-Lowen.pdf,3354.0
1983.03.00,1983-03-01 00:00:00,Unprovoked,New caledonia,Loyalty Islands,"We, Lifou",No Data,No Data,Calf bitten,N,W. Leander,http://sharkattackfile.net/spreadsheets/pdf_directory/1983.03.00-teenager-NewCaledonia.pdf,3353.0
1983.02.20,1983-02-20 00:00:00,Unprovoked,South africa,KwaZulu-Natal,Mtunzini,Paddleskiing,M,Puncture wounds to buttocks,N,"G. Charter, B. Davis & G. Cliff; Natal Mercury 2/22/1983",http://sharkattackfile.net/spreadsheets/pdf_directory/1983.02.20-Swart.pdf,3352.0
1983.01.24,1983-01-24 00:00:00,Provoked,Usa,South Carolina,60 miles southeast of Beaufort,Fishing,M,Leg bitten by captive shark PROVOKED INCIDENT,N,"Wilmington MorningStar, 1/25/1983",http://sharkattackfile.net/spreadsheets/pdf_directory/1983.01.24-Wynn.pdf,3351.0
1983.01.15,1983-01-15 00:00:00,Provoked,South africa,KwaZulu-Natal,Amanzimtoti,No Data,M,FATAL,N,"G. Cliff & B. Davis, NSB",http://sharkattackfile.net/spreadsheets/pdf_directory/1983.01.15-Amanzimtoti.pdf,3350.0
1983.01.10,1983-01-10 00:00:00,Unprovoked,South africa,Western Cape Province,Muizenberg,Windsurfing,M,Left foot lacerated,N,"Mrs. Crewe, B. Lipschitz, M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1983.01.10-Crewe.pdf,3349.0
1983.01.08,1983-01-08 00:00:00,Unprovoked,South africa,Western Cape Province,Holbaai,Spearfishing,M,"No injury, rammed by shark",N,"P. deBruyn, M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1983.01.08-DeBruyn.pdf,3348.0
1983.00.00.d,Ca. 1983,Unprovoked,No Data,English Channel,No Data,Swimming,M,Left leg bitten,N,"Times of India, 2/5/2012",http://sharkattackfile.net/spreadsheets/pdf_directory/1983.00.00.d-Shenoy.pdf,3347.0
1983.00.00.c,1983-01-01 00:00:00,Unprovoked,Vanuatu,Malampa Province,"Off the beach opposite Atchin Island, Malakula",Ran into the water,M,"FATAL, arm/shoulder severed ",Y,S. Combs,http://sharkattackfile.net/spreadsheets/pdf_directory/1983.00.00.c-SwissTourist.pdf,3346.0
1983.00.00.b,1983-01-01 00:00:00,Provoked,Usa,North & South Carolina,No Data,Fishing,M,Bitten on their feet by landed sharks / lacerations only PROVOKED INCIDENTS,N,F. Schwartz,http://sharkattackfile.net/spreadsheets/pdf_directory/1983.00.00.b-Carolina-Fishermen.pdf,3345.0
1982.11.00,1982-11-01 00:00:00,Unprovoked,Usa,South Carolina,"Isle of Palms, Charleston County",In waist-deep water,M,Arm bitten,N, F. Schwartz,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.11.00-male.pdf,3344.0
1982.10.13,1982-10-13 00:00:00,Unprovoked,Usa,Florida,North Dade- Interama area of Biscayne Bay,Windsurfing,M,Left foot lacerated,N,"P. Hamm, Miami Herald, 10/15/1982",http://sharkattackfile.net/spreadsheets/pdf_directory/1982.10.13-Savanello.pdf,3343.0
1982.09.30.b,1982-09-30 00:00:00,Unprovoked,South africa,Eastern Cape Province,"Nahoon, East London",Surfing,M,"No injury, pressure ding on surfboard",N,"R. Horn, E.L. Aquarium",http://sharkattackfile.net/spreadsheets/pdf_directory/1982.09.30.b-Lindsay.pdf,3342.0
1982.09.30.a,1982-09-30 00:00:00,Unprovoked,South africa,Eastern Cape Province,"Nahoon, East London",Surfing,M,"No Injury, surfboard bitten",N,"M. Levine, GSAF; R. Horn, E.L. Aquarium; T. Wallett, p.46-47",http://sharkattackfile.net/spreadsheets/pdf_directory/1982.09.30.a-Fawkes.pdf,3341.0
1982.09.27,1982-09-27 00:00:00,Unprovoked,Usa,Florida,"Patrick Air Force Base, Brevard County",Surfing,M,Laceration to lower left leg,N,"Miami Herald, 9/28/1982",http://sharkattackfile.net/spreadsheets/pdf_directory/1982.09.27-Cibelli.pdf,3340.0
1982.09.25,1982-09-25 00:00:00,Unprovoked,Usa,California,"Monastery Beach, Carmel Bay, Monterey County",Diving,M,Lacerations to hand,N,R. Collier,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.09.25-Lang.pdf,3339.0
1982.09.19,1982-09-19 00:00:00,Unprovoked,Usa,California,"Bear Harbor, Mendocino County",Free diving for abalone from Zodiac (submerged),M,Upper left thigh & buttocks bitten,N,"R.N. Lea & D. Miller; Herder, p. 1-3; R. Collier, pp.89-91; A. MacCormick, pp.80-81",http://sharkattackfile.net/spreadsheets/pdf_directory/1982.09.19-Herder_Collier.pdf,3338.0
1982.09.04,1982-09-04 00:00:00,Provoked,Usa,Florida,"Hollywood Beach, Broward County",No Data,M,"Remains recovered from 2.7 m tiger shark, but shark involvement prior to death unknown",N,"Z. Arocha, Miami Herald, 9/5/1982",http://sharkattackfile.net/spreadsheets/pdf_directory/1982.09.04-Remains-TigerShark.pdf,3337.0
1982.08.29.c,1982-08-29 00:00:00,Unprovoked,Japan,Kumamoto Prefecture,Ariake Bay,No Data,M,FATAL,Y,K. Nakaya,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.08.29.c-Yajima.pdf,3336.0
1982.08.29.b,1982-08-29 00:00:00,Provoked,Usa,California,"Morro Rock, Morro Bay, San Obispo County",Surfing,M,"No Injury, board bitten",N,"R.N. Lea & D. Miller; R. Collier, pp.87-89      ",http://sharkattackfile.net/spreadsheets/pdf_directory/1982.08.29.b-Buchanan.pdf,3335.0
1982.08.29.a,1982-08-29 00:00:00,Unprovoked,South africa,Western Cape Province,Langebaan,Swimming,F,"Left knee, lower leg & foot bitten",N,"V. Keet, M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1982.08.29.a-Keet.pdf,3334.0
1982.08.00,Late Aug-1982,Unprovoked,Tunisia,No Data,"Skanes, near Monaster",Windsurfing,M,Thigh lacerated,N,MEDSAF,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.08.00-Tunisia.pdf,3333.0
1982.07.31,1982-07-31 00:00:00,Provoked,South africa,KwaZulu-Natal,Amanzimtoti,Boogie boarding,M,"No injury, swim fin bitten",N,"M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1982.07.31-VanRensburg.pdf,3332.0
1982.07.24.b,1982-07-24 00:00:00,Unprovoked,South africa,Eastern Cape Province,"Nahoon, East London",Paddleskiing,M,"No injury, ski bitten",N,"B. Plumb, M. Levine, GSAF; R. Horn, E.L. Aquarium; T. Wallett, p.46",http://sharkattackfile.net/spreadsheets/pdf_directory/1982.07.24.b-Plumb.pdf,3331.0
1982.07.24.a,1982-07-24 00:00:00,Unprovoked,Usa,California,"Point Buchon, San Luis Obispo County",Paddle Boarding,M,"No Injury, board bitten",N,"R.N. Lea & D. Miller; R. Collier, pp.86-87; G. Ambrose, pp.113-120",http://sharkattackfile.net/spreadsheets/pdf_directory/1982.07.24.a-Pulaski_Collier.pdf,3330.0
1982.07.19,1982-07-19 00:00:00,Unprovoked,Usa,Florida,"Stuart Beach, Martin County ",Swimming,M,Left ankle bitten,N,"Miami Herald, 7/21/1982, p.1D",http://sharkattackfile.net/spreadsheets/pdf_directory/1982.07.19-Orth.pdf,3329.0
1982.07.11,1982-07-11 00:00:00,Provoked,Usa,California,"Malibu, Los Angeles County",Swimming,M,Laceration to left thigh,N,"Chronicle Telegram, 7/12/1982, p.A4; Daily Herald , 7/13/1982",http://sharkattackfile.net/spreadsheets/pdf_directory/1982.07.11-Winkle.pdf,3328.0
1982.07.01,1982-07-01 00:00:00,Unprovoked,Usa,Florida,"Daytona Beach, Volusia County",Swimming,F,Laceration to left leg,N,"Daytona Beach Morning Journal, 7/2/1982",http://sharkattackfile.net/spreadsheets/pdf_directory/1982.07.01-Babb.pdf,3327.0
1982.07.00,1982-07-01 00:00:00,Unprovoked,New caledonia,South Province,"Sarcelle, Isle of Pines",No Data,No Data,Left arm bitten,N,W. Leander,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.07.00-Bull.pdf,3326.0
1982.06.29,1982-06-29 00:00:00,Unprovoked,South africa,Eastern Cape Province,Ntlonyana Bay,Surfing,M,FATAL,Y,"M. Levine, GSAF; R.B. Wilson, B. Davis, NSB; T. Wallett, p.46",http://sharkattackfile.net/spreadsheets/pdf_directory/1982.06.29-Macun.pdf,3325.0
1982.06.26.b,1982-06-26 00:00:00,Unprovoked,Usa,South Carolina,"Isle of Palms, Charleston County",Swimming,M,Left arm bitten,N,"Chillicothe Constitution Tribune, 6/30/1982",http://sharkattackfile.net/spreadsheets/pdf_directory/1982.06.26.b-Branson.pdf,3324.0
1982.06.26.a,1982-06-26 00:00:00,Unprovoked,Bahamas,Andros Islands,North Rat Cay Reef,Spearfishing ,M,Arm severed at elbow,N,"R. Attrill; R.D. Weeks, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1982.06.26.a-Sweeting.pdf,3323.0
1982.06.25,1982-06-25 00:00:00,Unprovoked,Usa,Florida,"Ormond Beach / Daytona Beach, Volusia County",No Data,F,Foot bitten,N,"Wellsboro Gazette, 6/30/1982",http://sharkattackfile.net/spreadsheets/pdf_directory/1982.06.25-TaraDean.pdf,3322.0
1982.06.13,1982-06-13 00:00:00,Unprovoked,Usa,Hawaii,"Ho'okipa Beach, Pa'ia, Maui","Sailboarding, fell into water 100 yards outside the breakwater",M,Thigh bitten 3 times,N,"J. Borg, p.76; L. Taylor (1993), pp.106-107; Windsurfing Magazine, Sept/Oct 1993",http://sharkattackfile.net/spreadsheets/pdf_directory/1982.06.13-Shoemaker.pdf,3321.0
1982.05.00,1982-05-01 00:00:00,Provoked,Usa,South Carolina,"Daws Island, Broad River (near Beaufort)",No Data,F,Human remains recovered from tiger shark,N,"Clay Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1982.05.00-HumanRemains.pdf,3320.0
1982.03.10,1982-03-10 00:00:00,Unprovoked,Usa,Florida,"Palm Beach, Palm Beach County",Surfing,M,Elbow bitten,N,"M. Vorenberg, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1982.03.10-McGrath.pdf,3319.0
1982.03.07,1982-03-07 00:00:00,Unprovoked,Australia,New South Wales,"Tallow Beach, Byron Bay",Surfing,M,Legs bitten  FATAL,Y,"A. Sharpe, pp.4, 86-87",http://sharkattackfile.net/spreadsheets/pdf_directory/1982.03.07-AllenFord.pdf,3318.0
1982.03.00,1982-03-01 00:00:00,Unprovoked,New caledonia,No Data,No Data,Spearfishing,M,Arm bitten,N,W. Leander,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.03.00-Torii.pdf,3317.0
1982.02.28,1982-02-28 00:00:00,Unprovoked,Australia,Tasmania,South Cape Bay,Spearfishing,M,"FATAL, body not recovered",Y,"C. Black, pp. 159-163",http://sharkattackfile.net/spreadsheets/pdf_directory/1982.02.28-Talen.pdf,3316.0
1982.02.27,1982-02-27 00:00:00,Unprovoked,Usa,Florida,"Hobe Sound, Palm Beach County",Surfing,M,Lacerations to left hand and forearm,N,"Palm Beach Post, 3/2/1982   ",http://sharkattackfile.net/spreadsheets/pdf_directory/1982.02.27-Bauer.pdf,3315.0
1982.02.17,1982-02-17 00:00:00,Provoked,South africa,Western Cape Province,Mossel Bay,Fishing,M,Leg bitten above ankle by hooked shark taken aboard skiboat PROVOKED INCIDENT,N,"Mossel Bay Advertiser, 2/19/1982",http://sharkattackfile.net/spreadsheets/pdf_directory/1982.02.17-Jordaan.pdf,3314.0
1982.02.14.b,1982-02-14 00:00:00,Unprovoked,Usa,Hawaii,"White Plains Beach, Barbers Point, O'ahu",Wading,F,Left leg bitten,N,"J. Borg, p.75; L. Taylor (1993), pp.104-105",http://sharkattackfile.net/spreadsheets/pdf_directory/1982.02.14.b-Miller.pdf,3313.0
1982.02.14.a,1982-02-14 00:00:00,Unprovoked,Usa,Hawaii,"White Plains Beach, Barbers Point, O'ahu",Swimming,F,Right foot bitten,N,"J. Borg, p.75; L. Taylor (1993), pp.104-105",http://sharkattackfile.net/spreadsheets/pdf_directory/1982.02.14.a-WhitePlainsBeach.pdf,3312.0
1982.02.13,1982-02-13 00:00:00,Unprovoked,Usa,Florida,"Palm Beach, Palm Beach County",Swimming,F,Shark-bitten body found floating 1.5 miles offshore. Bruises suggested she may have been bitten by the shark before drowning,Y,"M. Vorenberg, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1982.02.13-Sackville.pdf,3311.0
1982.02.07.a,1982-02-07 00:00:00,Unprovoked,Usa,California,"Stillwater Cove, Sonoma County",Scuba diving (submerged),M,Calf & ankle bitten,N,"R.N. Lea & D. Miller; R. Collier, p.86",http://sharkattackfile.net/spreadsheets/pdf_directory/1982.02.07.a-Smith_Collier.pdf,3310.0
1982.02.07..b,1982-02-07 00:00:00,Unprovoked,Usa,Florida,Elliot Key,Diving,M,"FATAL Disappeared while diving, bathing suit & diving gear recovered bore marks of shark's teeth",Y,"Miami Herald, 9/5/1982, p.1B",http://sharkattackfile.net/spreadsheets/pdf_directory/1982.02.07.b-Seibel.pdf,3309.0
1982.01.29,1982-01-29 00:00:00,Unprovoked,South africa,Eastern Cape Province,Mpekeweni,Swimming,M,Right shin & toe lacerated,N,"J. Phillips-Page, M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1982.01.29-Phillips-Page.pdf,3308.0
1982.00.00.c,1982-01-01 00:00:00,Provoked,Italy,Tyrrhenian Sea,"Lacona, Isola d'Elba",Boat,M,No details,N,"A. De Maddalena; Perfetti (1989), M. Zuffa (pers. Comm.)",http://sharkattackfile.net/spreadsheets/pdf_directory/1982.00.00.c-boat-Vuoso.pdf,3307.0
1982.00.00.b,1982-01-01 00:00:00,Provoked,Italy,Tyrrhenian Sea,"Biodola, Isola d'Elba",Fishing on a boat,M,No injury,N,"A. De Maddalena; Perfetti (1989), M. Zuffa (pers. Comm.)",http://sharkattackfile.net/spreadsheets/pdf_directory/1982.00.00.b-Campodonico.pdf,3306.0
1982.00.00.a,1982-01-01 00:00:00,Unprovoked,Tunisia,Biserta,Bechateur,Spearfishing,No Data,No details,N,MEDSAF,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.00.00.a-Tunisia.pdf,3305.0
1981.12.19,1981-12-19 00:00:00,Unprovoked,Usa,California,"South Moss Beach, Spanish Bay, Monterey Peninsula",Surfing,M,"FATAL, torso bitten ",Y,"R.N. Lea & D. Miller; R. Collier, pp.84-85; A. MacCormick, p.220",http://sharkattackfile.net/spreadsheets/pdf_directory/1981.12.19-Boren_Collier.pdf,3304.0
1981.12.13.b,1981-12-13 00:00:00,Unprovoked,Australia,Queensland,Green Island,No Data,No Data,Abdomen lacerated,N,"R. McKenzie, Sunday Mail, 9/6/1987, p.11",http://sharkattackfile.net/spreadsheets/pdf_directory/1981.12.13.b-NV-ZolaDale.pdf,3303.0
1981.12.13.a,1981-12-13 00:00:00,Unprovoked,Usa,Hawaii,"Nimitz Beach, Barbers Point, O'ahu","Spearfishing, but swimming on surface",M,Right leg severely bitten,N,"J. Borg, p.75; L. Taylor (1993), pp.104-105",http://sharkattackfile.net/spreadsheets/pdf_directory/1981.12.13.a-Toma.pdf,3302.0
1981.11.30,1981-11-30 00:00:00,Unprovoked,Reunion,Saint-Philippe,Vicendo,Spearfishing,M,Survived,N,G. Van Grevelynghe,http://sharkattackfile.net/spreadsheets/pdf_directory/1981.11.30-Mercier.pdf,3301.0
1981.10.19.b,1981-10-19 00:00:00,Provoked,South africa,Western Cape Province,Mossel Bay,Inspecting teeth of supposedly dead (hooked & shot) shark,M,Hand lacerated  PROVOKED INCIDENT,N,"M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1981.10.19.b-VanAswegan.pdf,3300.0
1981.11.09,1981-11-09 00:00:00,Unprovoked,Usa,Hawaii,"La'au Point, Moloka'i",Diving to untangle a crab trap line from boat's propeller,M,Hand bitten,N,"J. Borg, p.75; L. Taylor (1993), pp.104-105",http://sharkattackfile.net/spreadsheets/pdf_directory/1981.11.09-Ohai.pdf,3299.0
1981.10.19.a,1981-10-19 00:00:00,Unprovoked,Usa,Florida,"Jupiter Island, Brevard County",Swimming,M,Hand & forearm bitten,N,"Chronicle Telegram, 10/20/1981 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1981.10.19.a-VanHornEly.pdf,3298.0
1981.10.17,1981-10-17 00:00:00,Unprovoked,Usa,Florida,"Palm Beach, Palm Beach County",Surfing,M,No details,N,"M. Vorenberg, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1981.10.17-NV-Conklin.pdf,3297.0
1981.10.16,1981-10-16 00:00:00,Unprovoked,Usa,Florida,"Cocoa Beach, Brevard County",Surfing,M,Puncture wounds to left foot,N,"The Bulletin, 10/19/1981",http://sharkattackfile.net/spreadsheets/pdf_directory/1981.10.16-Keifling.pdf,3296.0
1981.10.01,1981-10-01 00:00:00,Unprovoked,Usa,Florida,"Playalinda Beach, Brevard County",Surfing,M,Laceration to right leg,N,"St. Petersburg Times, 10/3/1981",http://sharkattackfile.net/spreadsheets/pdf_directory/1981.10.01-Armstrong.pdf,3295.0
1981.09.28,1981-09-28 00:00:00,Unprovoked,Usa,Florida,"Cocoa Beach, Brevard County",Surfing,M,5 puncture marks to hip,N,"St. Petersburg Times, 10/1/1981",http://sharkattackfile.net/spreadsheets/pdf_directory/1981.09.28-Wing.pdf,3294.0
1981.09.27,1981-09-27 00:00:00,Unprovoked,Usa,Florida,"Melbourne Beach, Brevard County",Surfing,M,Lacerations to right hand,N,"Sarasota Herald-Tribune, 9/29/1981",http://sharkattackfile.net/spreadsheets/pdf_directory/1981.09.27-Smodell.pdf,3293.0
1981.09.15,1981-09-15 00:00:00,Unprovoked,Usa,Florida,"Tampa Bay, Manatee County",Swimming,M,"FATAL, right calf bitten  ",Y,"S. Pelham, M.D.; NY Times, 9/21/1981, p.18, col.1; E. Pace, FSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1981.09.15-Meeker.pdf,3292.0
1981.09.03.b,1981-09-03 00:00:00,Unprovoked,Usa,Florida,"Patrick Air Force Base, Brevard County",Surfing,M,Lacerations to 2 fingers of left hand,N,"St Petersburg Times, 9/5/1981",http://sharkattackfile.net/spreadsheets/pdf_directory/1981.09.03.b-Corrack.pdf,3291.0
1981.09.03.a,1981-09-03 00:00:00,Unprovoked,Usa,Florida,"Cocoa Beach, Brevard County",Surfing,M,Laceration to foot,N,"St Petersburg Times, 9/5/1981",http://sharkattackfile.net/spreadsheets/pdf_directory/1981.09.03.a-Christie.pdf,3290.0
1981.08.29,1981-08-29 00:00:00,Unprovoked,Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Laceration to left ankle,N,"Pacific Stars and Stripes, 8/31/1981 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1981.08.29-Drosdick.pdf,3289.0
1981.08.24.b,1981-08-24 00:00:00,Provoked,Usa,Florida,Gulf Island National Seashore Park,Spearfishing,M,"Shot shark, then it bit him. Puncture wounds on leg  PROVOKED INCIDENT",N,"A. MacCormick, pp.82-83, citing the New Orleans Times-Picayune, 8/25/1981",http://sharkattackfile.net/spreadsheets/pdf_directory/1981.08.24.b-Best.pdf,3288.0
1981.08.24.a,1981-08-24 00:00:00,Provoked,Usa,Hawaii,"Keaukaha, Hilo, Hawai'i",Fishing,M,Disappeared while fishing from shore. Leg found 7 days later wedged in rocks 150 yards offshore,N,"J. Borg, p.75; L. Taylor (1993), pp.104-105",http://sharkattackfile.net/spreadsheets/pdf_directory/1981.08.24.a-Watson.pdf,3287.0
1981.08.10.b,1981-08-10 00:00:00,Unprovoked,Usa,Florida,"Marathon, Monroe County",Diving,M,Bite to face,N,"E. Pace, FSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1981.08.10.b-Barber.pdf,3286.0
1981.08.10.a,1981-08-10 00:00:00,Unprovoked,Usa,Florida,"Ormond Beach / Daytona Beach, Volusia County","16' catamaran capsized previous night, occupants stayed with wreckage until morning, then attempted to swim ashore",F,FATAL,Y,"E. Pace, GSAF; J. McAniff, SAF; A. MacCormick, pp.12 & 13; Orlando Sentinel, 12/6/1985; K Duffy, Daytona Beach News Journal, 8/26/2001",http://sharkattackfile.net/spreadsheets/pdf_directory/1981.08.10.a-Wapniarski.pdf,3285.0
